PING 52.175.213.212 (52.175.213.212) 56(84) bytes of data.
64 bytes from 52.175.213.212: icmp_seq=280 ttl=57 time=1.87 ms
64 bytes from 52.175.213.212: icmp_seq=281 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=282 ttl=57 time=1.11 ms
64 bytes from 52.175.213.212: icmp_seq=283 ttl=57 time=1.83 ms
64 bytes from 52.175.213.212: icmp_seq=284 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=285 ttl=57 time=1.61 ms
64 bytes from 52.175.213.212: icmp_seq=286 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=287 ttl=57 time=1.95 ms
64 bytes from 52.175.213.212: icmp_seq=288 ttl=57 time=1.28 ms
64 bytes from 52.175.213.212: icmp_seq=289 ttl=57 time=1.28 ms
64 bytes from 52.175.213.212: icmp_seq=290 ttl=57 time=1.42 ms
64 bytes from 52.175.213.212: icmp_seq=291 ttl=57 time=1.31 ms
64 bytes from 52.175.213.212: icmp_seq=292 ttl=57 time=1.42 ms
64 bytes from 52.175.213.212: icmp_seq=293 ttl=57 time=1.66 ms
64 bytes from 52.175.213.212: icmp_seq=294 ttl=57 time=1.54 ms
64 bytes from 52.175.213.212: icmp_seq=295 ttl=57 time=1.23 ms
64 bytes from 52.175.213.212: icmp_seq=296 ttl=57 time=1.33 ms
64 bytes from 52.175.213.212: icmp_seq=297 ttl=57 time=1.11 ms
64 bytes from 52.175.213.212: icmp_seq=298 ttl=57 time=1.09 ms
64 bytes from 52.175.213.212: icmp_seq=299 ttl=57 time=1.11 ms
64 bytes from 52.175.213.212: icmp_seq=300 ttl=57 time=1.79 ms
64 bytes from 52.175.213.212: icmp_seq=301 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=302 ttl=57 time=1.20 ms
64 bytes from 52.175.213.212: icmp_seq=303 ttl=57 time=1.74 ms
64 bytes from 52.175.213.212: icmp_seq=304 ttl=57 time=1.34 ms
64 bytes from 52.175.213.212: icmp_seq=305 ttl=57 time=0.999 ms
64 bytes from 52.175.213.212: icmp_seq=306 ttl=57 time=1.20 ms
